detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
neutral,positive,[],"[spełnia, wszystkie, oczekiwane, kryteria]",5.0,0.0,"Spełnia wszystkie oczekiwane kryteria
",4.0,4.0,0.0
positive,positive,"[smak, który]","[ma, smak, i, aromat, który, lubię]",5.0,0.08333333333333333,"Ma smak i aromat, który lubię.",6.0,6.0,2.0
neutral,positive,[bez],"[od, lat, pyszna, delikatna, bez, cierpkiego, posmaku]",5.0,0.0,"Od lat pyszna, delikatna, bez cierpkiego posmaku.",7.0,7.0,1.0
neutral,positive,[],"[piję, od, lat, ok]",5.0,0.0,Piję od lat. OK.,4.0,4.0,0.0
positive,positive,"[pyszny, smak, piękny]","[kawa, rewelacyjna, pyszny, smak, piękny, zapach, idealna, do, ekspresu]",5.0,0.2777777777777778,"Kawa rewelacyjna, pyszny smak, piękny zapach, idealna do ekspresu.",9.0,9.0,3.0
neutral,positive,[],"[aromatyczna, łagodna, kawa]",4.0,0.0,"aromatyczna , łagodna kawa.",4.0,3.0,0.0
neutral,positive,[],"[dobra, smaczna, kawa]",4.0,0.0,"Dobra, smaczna kawa.",3.0,3.0,0.0
neutral,positive,[],[doskonałą],5.0,0.0,Doskonałą,1.0,1.0,0.0
positive,positive,"[smak, wyśmienity]","[bardzo, dobra, kawa, smak, i, aromat, wyśmienity]",4.0,0.21428571428571427,"Bardzo dobra kawa , smak i aromat wyśmienity",8.0,7.0,2.0
neutral,positive,[],"[bardzo, dobra, kawa, super, aromat]",5.0,0.0,"Bardzo dobra kawa, super aromat.",5.0,5.0,0.0
positive,positive,"[delikatny, smak]","[bardzo, smaczna, kawa, delikatny, smak, przyjemny, aromat]",5.0,0.07142857142857142,"Bardzo smaczna kawa, delikatny smak przyjemny aromat",7.0,7.0,2.0
negative,positive,"[raz, kolejny]","[produkt, zamawiam, po, raz, kolejny, gdyż, jak, dla, mnie, jest, delikatna, w, smaku, a, zarazem, pobudzająca, sama, mielę, i, parzę, zawsze, w, tygielku, z, cukrem, trzcinowym, i, to, jest, kawa]",4.0,-0.06666666666666667,Produkt zamawiam po raz kolejny gdyż jak dla mnie jest delikatna w smaku  a zarazem pobudzająca. (sama mielę i parzę zawsze w tygielku z cukrem trzcinowym) i to jest kawa!.,30.0,30.0,2.0
neutral,positive,[],"[bardzo, dobra, jakościowo, i, cenowo, kawa, do, ekspresu, ciśnieniowego]",4.0,0.0,Bardzo dobra jakościowo i cenowo kawa do ekspresu ciśnieniowego,9.0,9.0,0.0
neutral,positive,[],"[bardzo, dobraa]",4.0,0.0,Bardzo dobraa,2.0,2.0,0.0
neutral,positive,[],"[produkt, odpowiada, ofercie]",4.0,0.0,Produkt odpowiada ofercie,3.0,3.0,0.0
neutral,positive,[],[uwielbiam],4.0,0.0,Uwielbiam,1.0,1.0,0.0
neutral,positive,[],"[rewelacyjna, kawa, polecam, wszystkim]",5.0,0.0,Rewelacyjna kawa. Polecam wszystkim,4.0,4.0,0.0
positive,positive,[godny],"[produkt, godny, polecenia]",4.0,0.5,produkt godny polecenia,3.0,3.0,1.0
neutral,positive,[],"[kawa, super, nadająca, się, do, ekspresu]",5.0,0.0,kawa super nadająca się do ekspresu,6.0,6.0,0.0
positive,positive,"[rewelacyjny, smak, smak, łagodny]","[rewelacyjny, smak, i, aromat, smak, doskonale, łagodny]",5.0,0.380952380952381,Rewelacyjny smak i aromat. Smak doskonale łagodny.,7.0,7.0,4.0
neutral,positive,[],"[świetna, kawa, bardzo, delikatna, w, smaku]",4.0,0.0,"Świetna kawa, bardzo delikatna w smaku.",6.0,6.0,0.0
neutral,positive,[],"[wyśmienita, na, każdą, okazję, polecam]",5.0,0.0,Wyśmienita na każdą okazję ! Polecam,6.0,5.0,0.0
neutral,positive,[],"[najlepsza, kawa, delikatna, kremowa]",5.0,0.0,"Najlepsza kawa, delikatna, kremowa",4.0,4.0,0.0
neutral,positive,[],"[jak, na, mieszanke, arabiki, z, robusta, delikatna, w, smaku, i, nie, ""przepalona""]",5.0,0.0,"Jak na mieszanke arabiki z robusta delikatna w smaku i nie ""przepalona""",12.0,12.0,0.0
neutral,positive,[],"[od, pewnego, czasu, jest, to, moja, ulubiona, kawa]",4.0,0.0,Od pewnego czasu jest to moja ulubiona kawa...,8.0,8.0,0.0
neutral,positive,[],"[piję, od, kilku, lat, bardzo, dobra]",4.0,0.0,Piję od kilku lat. Bardzo dobra,6.0,6.0,0.0
neutral,positive,[],"[dobra, kawa, w, przystępnej, cenie]",5.0,0.0,Dobra kawa w przystępnej cenie,5.0,5.0,0.0
neutral,positive,[],"[kawa, bardzo, dobra, aromatyczna, nie, czuć, kwaskowości, godna, polecenia]",4.0,0.0,"kawa bardzo dobra ,aromatyczna nie czuć kwaskowości, godna polecenia",9.0,9.0,0.0
neutral,positive,[bez],"[transakcja, bez, problemów, serdecznie, polecam]",4.0,0.0,Transakcja bez problemów. Serdecznie polecam.,5.0,5.0,1.0
neutral,positive,[],"[używam, do, ekspresu, do, robienia, latte, bardzo, dobra]",5.0,0.0,"Używam do ekspresu, do robienia latte, bardzo dobra",8.0,8.0,0.0
neutral,positive,[],"[kawa, bardzo, dobra]",4.0,0.0,kawa bardzo dobra,3.0,3.0,0.0
neutral,positive,[],[aromatyczna],4.0,0.0,aromatyczna,1.0,1.0,0.0
neutral,positive,[],"[wyśmienita, w, tej, cenie]",4.0,0.0,Wyśmienita  w tej cenie.,4.0,4.0,0.0
neutral,positive,[],[świerza],4.0,0.0,Świerza,1.0,1.0,0.0
neutral,positive,[],"[pyszna, kawa, o, delikatnym, smaku, i, wspaniałym, aromacie]",5.0,0.0,Pyszna kawa o delikatnym smaku i wspaniałym aromacie,8.0,8.0,0.0
neutral,positive,[],"[kawa, bardzo, smaczna]",4.0,0.0,Kawa bardzo smaczna,3.0,3.0,0.0
neutral,positive,[],"[bardzo, smaczna, kawa]",4.0,0.0,Bardzo smaczna kawa.,3.0,3.0,0.0
neutral,positive,[],"[kawę, tą, pijam, od, kilku, lat]",4.0,0.0,kawę tą pijam od kilku lat,6.0,6.0,0.0
neutral,negative,[],"[jak, się, napiję, to, ocenię]",3.0,0.0,Jak się napiję to ocenię.,5.0,5.0,0.0
neutral,positive,[],"[moja, ulubiona, kawa]",5.0,0.0,Moja ulubiona kawa,3.0,3.0,0.0
neutral,positive,[],"[dobra, kawa, na, klasyczną, kawę, z, ekspresu, espresso, americano]",4.0,0.0,Dobra kawa na klasyczną kawę z ekspresu (espresso americano),9.0,9.0,0.0
neutral,positive,[],"[smaczna, w, niedzielne, poranki]",4.0,0.0,smaczna w niedzielne poranki.,4.0,4.0,0.0
neutral,positive,[],"[pyszna, kawa]",4.0,0.0,Pyszna kawa,2.0,2.0,0.0
positive,positive,[dobry],"[bardzo, dobry, produkt, za, odpowiednią, cene]",5.0,0.15555555555555556,Bardzo dobry produkt za odpowiednią cene,6.0,6.0,1.0
neutral,positive,[],"[kawa, bardzo, dobra]",4.0,0.0,Kawa bardzo dobra.,3.0,3.0,0.0
positive,positive,[smak],"[wszystko, w, porządku, zarówno, smak, jak, i, jakość]",4.0,0.0625,Wszystko w porządku zarówno smak jak i jakość,8.0,8.0,1.0
neutral,positive,[],"[bardzo, dobra, w, dobrej, cenie]",5.0,0.0,bardzo dobra w dobrej cenie,5.0,5.0,0.0
neutral,positive,[],"[bardzo, dobra, aromatyczna, kawka]",4.0,0.0,Bardzo dobra aromatyczna kawka,4.0,4.0,0.0
neutral,positive,[],"[smaczna, kawa]",4.0,0.0,Smaczna kawa,2.0,2.0,0.0
neutral,positive,[],"[kawa, aromatycznarewelacja, dla, mnie, i, mojej, rodziny]",5.0,0.0,"kawa aromatyczna,rewelacja dla mnie i mojej rodziny",7.0,7.0,0.0
neutral,positive,[],[pozytywna],5.0,0.0,Pozytywna.,1.0,1.0,0.0
neutral,positive,[],"[sprawdzona, od, lat]",4.0,0.0,Sprawdzona od lat.,3.0,3.0,0.0
neutral,positive,[],"[bardzo, dobra, cena, w, stosunku, do, jakości]",4.0,0.0,Bardzo dobra cena w stosunku do jakości.,7.0,7.0,0.0
neutral,positive,[kolejny],"[kawa, o, wspaniałym, smaku, i, zapachu, bardzo, świeża, to, już, kolejny, zakup, tej, kawy, i, w, tym, sklepie]",5.0,0.0,"Kawa o wspaniałym smaku i zapachu, bardzo świeża.  To już kolejny zakup tej kawy i w tym sklepie.",18.0,18.0,1.0
neutral,positive,[],"[smaczna, aromartyczna, doskonała, na, popołódniowa, kawe, tylko, z, żoną, lub, ze, znajomymi]",5.0,0.0,"smaczna, aromartyczna, doskonała na popołódniowa kawe tylko z żoną lub ze znajomymi",12.0,12.0,0.0
neutral,positive,[],"[super, jakość, za, bardzo, dobrą, cenę]",5.0,0.0,Super jakość za bardzo dobrą cenę.,6.0,6.0,0.0
neutral,positive,[],"[kawa, smaczna, polecam]",5.0,0.0,Kawa smaczna .Polecam,3.0,3.0,0.0
neutral,positive,[],"[doskonała, kawa, bardzo, aromatyczna, i, mocna]",5.0,0.0,"Doskonała kawa, bardzo aromatyczna i mocna.",6.0,6.0,0.0
neutral,positive,[],"[bardzo, dobra, kawa, o, delikatnym, smaku, i, mocnym, aromacie, polecam, tym, którzy, wolą, kawę, o, subtelnym, smaku]",5.0,0.0,Bardzo dobra kawa o delikatnym smaku i mocnym aromacie polecam tym którzy wolą kawę o subtelnym smaku!,17.0,17.0,0.0
neutral,positive,[],"[ok, polecam]",5.0,0.0,"ok, polecam",2.0,2.0,0.0
positive,positive,"[smak, który]","[super, smak, który, uwielbiam]",5.0,0.125,Super. Smak który uwielbiam.,4.0,4.0,2.0
positive,positive,"[delikatny, smak, wysoki, stopień, przyjemność]","[bardzo, dobra, kawa, ze, średniej, półki, cenowej, delikatny, smak, i, wysoki, stopień, spienienia, gwarantują, przyjemność, delektowania]",5.0,0.1592261904761905,Bardzo dobra kawa ze średniej półki cenowej. Delikatny smak i wysoki stopień spienienia gwarantują przyjemność delektowania,16.0,16.0,5.0
neutral,positive,[],"[bardzo, smaczna, aromatyczna, dość, mocna, kawa]",4.0,0.0,"bardzo smaczna, aromatyczna, dość mocna kawa",6.0,6.0,0.0
neutral,positive,[],"[super, kawa]",4.0,0.0,Super!!!! kawa,2.0,2.0,0.0
neutral,positive,[],[spoko],5.0,0.0,Spoko,1.0,1.0,0.0
neutral,positive,[],"[kawa, bardzo, dobra, w, przystępnej, cenie]",5.0,0.0,"Kawa bardzo dobra, w przystępnej cenie",6.0,6.0,0.0
neutral,positive,[],"[rewelacyjna, bardzo, intensywna, i, dobra]",5.0,0.0,Rewelacyjna bardzo intensywna i dobra,5.0,5.0,0.0
neutral,positive,[],"[dobra, jakosc]",5.0,0.0,dobra jakosc,2.0,2.0,0.0
neutral,positive,[],"[bardzo, dobra, w, swojej, klasie, cenowej]",4.0,0.0,Bardzo dobra w swojej klasie cenowej,6.0,6.0,0.0
positive,positive,"[dobry, smak]","[bardzo, dobra, jakość, bardzo, dobry, smak, i, aromat]",4.0,0.17916666666666667,Bardzo dobra jakość. Bardzo dobry smak i aromat.,8.0,8.0,2.0
neutral,positive,[],"[bardzo, dobra, kawa, polecana, do, ekspresu]",4.0,0.0,Bardzo dobra kawa  - polecana do ekspresu,7.0,6.0,0.0
neutral,positive,[],[bdobra],4.0,0.0,B.Dobra,1.0,1.0,0.0
neutral,positive,"[jaki, bez]","[kawa, o, smaku, i, aromacie, jaki, mi, odpowiada, bez, smaku, kwasowości]",4.0,0.0,kawa o smaku i aromacie jaki mi odpowiada bez smaku kwasowości.,11.0,11.0,2.0
neutral,positive,[],"[delikatnakremowaaromatyczna, przede, wszystkimcudownie, rzeska, i, niesamowicie, pobudzajacazapach, i, aromat, to, jest, to, czym, nie, może, się, poszczycić, żadna, inna, lavazza]",5.0,0.0,"Delikatna,kremowa...aromatyczna przede wszystkim..cudownie rzeska i niesamowicie pobudzajaca...zapach i aromat to jest to czym nie może się poszczycić żadna inna lavazza....",20.0,20.0,0.0
positive,positive,[oryginalny],"[produkt, jak, najbardziej, oryginalny, wszystko, ok]",5.0,0.08333333333333333,"Produkt jak najbardziej oryginalny, wszystko ok.",6.0,6.0,1.0
neutral,positive,[bez],"[bardzo, aromatyczna, kawa, o, łagodnym, smaku, bez, goryczki]",4.0,0.0,"Bardzo aromatyczna kawa o łagodnym smaku, bez goryczki",8.0,8.0,1.0
positive,positive,"[delikatny, smak]","[delikatny, wysmienity, smak, najlepsza, kawa]",5.0,0.1,"Delikatny , wysmienity smak, najlepsza kawa !!!",7.0,5.0,2.0
neutral,positive,[],"[te, kawę, bardzo, lubię]",5.0,0.0,te kawę bardzo lubię,4.0,4.0,0.0
neutral,positive,[],"[kawa, rewelacyjna, w, smaku, pyszna, pianka]",5.0,0.0,"Kawa rewelacyjna w smaku, pyszna pianka",6.0,6.0,0.0
positive,positive,[smak],"[rewelacja, smak]",5.0,0.25,rewelacja smak,2.0,2.0,1.0
neutral,positive,[],"[kawa, aromatyczna, bardzo, smaczna]",5.0,0.0,kawa aromatyczna bardzo smaczna,4.0,4.0,0.0
neutral,positive,[],"[wspaniała, kawa]",5.0,0.0,wspaniała kawa,2.0,2.0,0.0
neutral,positive,[],"[kawy, z, długą, datą, ważności, polecam]",5.0,0.0,Kawy z długą datą ważności! Polecam.,6.0,6.0,0.0
neutral,positive,[],"[moja, ulubiona, kawa, zawsze, ją, kupuję, i, wychodzi, pyszna, z, ekspresupolecam]",4.0,0.0,"Moja ulubiona kawa, zawsze ją kupuję i wychodzi pyszna z ekspresu.Polecam",11.0,11.0,0.0
neutral,positive,[],"[pysznaaromatycznaświeża, kawa]",5.0,0.0,"pyszna,aromatyczna,świeża kawa",2.0,2.0,0.0
neutral,positive,[],"[bardzo, smaczna, kawa, nie, jest, tania, ale, warta, swojej, ceny]",4.0,0.0,Bardzo smaczna kawa nie jest tania ale warta swojej ceny,10.0,10.0,0.0
neutral,positive,[],"[jeszcze, nie, otwierałam]",4.0,0.0,Jeszcze nie otwierałam.,3.0,3.0,0.0
neutral,positive,[],"[super, jaość, w, super, cenie]",5.0,0.0,Super jaość w super cenie,5.0,5.0,0.0
neutral,positive,[],"[bardzo, smaczna, polecam]",4.0,0.0,"Bardzo smaczna , polecam",4.0,3.0,0.0
positive,positive,[dobry],"[dobry, produkt, w, dobrej, cenie]",5.0,0.18666666666666668,Dobry produkt w dobrej cenie,5.0,5.0,1.0
neutral,positive,[],"[jedna, z, moich, ulubionych]",4.0,0.0,Jedna z moich ulubionych.,4.0,4.0,0.0
neutral,positive,[],"[super, łagodna, kawa]",5.0,0.0,super łagodna kawa,3.0,3.0,0.0
neutral,positive,[],"[smakuje, dobrze, we, wszystkich, ekspresach, ciśnieniowych]",4.0,0.0,Smakuje dobrze we wszystkich ekspresach ciśnieniowych.,6.0,6.0,0.0
neutral,positive,[],[pozytywna],4.0,0.0,pozytywna,1.0,1.0,0.0
neutral,positive,[bez],"[delikatna, bez, kwaśnego, posmaku]",4.0,0.0,"delikatna, bez kwaśnego posmaku",4.0,4.0,1.0
neutral,positive,[],"[bardzo, smaczna, kawa]",5.0,0.0,BARDZO SMACZNA KAWA,3.0,3.0,0.0
positive,positive,"[łagodny, delikatny, smak]","[łagodny, delikatny, smak, polecam]",4.0,0.125,"Łagodny, delikatny smak. Polecam",4.0,4.0,3.0
neutral,positive,[],"[najlepsza, kawa, polecam, serdecznie]",5.0,0.0,Najlepsza Kawa polecam serdecznie,4.0,4.0,0.0
neutral,positive,[],"[produkt, najwyższej, jakości]",4.0,0.0,Produkt najwyższej jakości.,3.0,3.0,0.0
neutral,positive,[],"[kawa, przepyszna]",5.0,0.0,Kawa PRZEPYSZNA!!!!,2.0,2.0,0.0
neutral,positive,[ja],"[bardzo, dobra, kawa, ja, uwielbiam, latte]",5.0,0.0,"Bardzo dobra kawa, ja uwielbiam Latte ;)",7.0,6.0,1.0
neutral,positive,[],"[niedroga, smaczna, łagodna, kawa]",4.0,0.0,"Niedroga, smaczna, łagodna kawa.",4.0,4.0,0.0
positive,positive,"[delikatny, smak]","[delikatny, smak, idealna, do, ekspresu]",5.0,0.1,"Delikatny smak, idealna do ekspresu :)",6.0,5.0,2.0
neutral,positive,[],"[aromatyczna, dobra, cena, i, jakość]",4.0,0.0,Aromatyczna. Dobra cena i jakość.,5.0,5.0,0.0
neutral,positive,[],"[przyzwoita, kawa, za, rozsądną, cenę]",4.0,0.0,Przyzwoita kawa za rozsądną cenę.,5.0,5.0,0.0
neutral,positive,[],"[bardzo, dobra, kawa]",4.0,0.0,Bardzo dobra kawa,3.0,3.0,0.0
neutral,positive,[],"[bardzo, pozytywna]",5.0,0.0,BARDZO POZYTYWNA,2.0,2.0,0.0
neutral,positive,[],"[super, kawa, w, dobrej, cenie, polecam]",5.0,0.0,super kawa w dobrej cenie! polecam,6.0,6.0,0.0
positive,positive,[doskonały],[doskonały],5.0,1.2,Doskonały!!!,1.0,1.0,1.0
neutral,positive,[],"[delikatna, i, aromatycznapyszna]",5.0,0.0,"delikatna i aromatyczna,pyszna !!",4.0,3.0,0.0
neutral,positive,[],"[bardzo, dobra, kawa, w, dobrej, cenie]",5.0,0.0,bardzo dobra kawa w dobrej cenie,6.0,6.0,0.0
neutral,positive,[],[polecam],5.0,0.0,Polecam.,1.0,1.0,0.0
positive,positive,[oryginalny],"[produkt, w, 100, oryginalny, co, można, pisać, o, kawie, którą, znamy]",5.0,0.045454545454545456,"Produkt w 100% oryginalny :) Co można pisać o kawie, którą znamy :)",13.0,11.0,1.0
positive,positive,[dobry],"[sprawdzony, bardzo, dobry, produkt]",4.0,0.23333333333333334,"Sprawdzony, bardzo dobry produkt.",4.0,4.0,1.0
neutral,positive,[],"[dobra, kawa]",4.0,0.0,dobra kawa,2.0,2.0,0.0
neutral,positive,[],"[fajna, kawa]",5.0,0.0,fajna kawa,2.0,2.0,0.0
neutral,positive,[],[],5.0,0.0,+++++,1.0,0.0,0.0
positive,positive,[zgodny],"[produkt, zgodny, z, oczekiwaniami]",4.0,0.25,Produkt zgodny z oczekiwaniami.,4.0,4.0,1.0
neutral,positive,[],[pychotka],5.0,0.0,Pychotka :),2.0,1.0,0.0
positive,positive,"[delikatny, smak]","[bardzo, dobra, kawa, delikatny, smak, polecam]",4.0,0.08333333333333333,"Bardzo dobra kawa, delikatny smak, polecam",6.0,6.0,2.0
neutral,positive,[],"[bardzo, dobra, w, smaku, kawa, z, pianka]",4.0,0.0,Bardzo dobra w smaku kawa z pianka.,7.0,7.0,0.0
neutral,positive,[],"[rewelacyjna, kupuje, od, dawna, polecam]",4.0,0.0,"rewelacyjna, kupuje od dawna, polecam",5.0,5.0,0.0
positive,positive,[dobry],"[kawa, wyjatkowo, smaczna, bardzo, dobry, zakup]",4.0,0.15555555555555556,kawa wyjatkowo smaczna bardzo dobry zakup,6.0,6.0,1.0
neutral,positive,[],"[pyszna, kawa]",4.0,0.0,pyszna kawa,2.0,2.0,0.0
neutral,positive,[],"[pyszna, kawaduzo, rodzajów, było, smakowane, ale, ta, jednak, jest, pysznapolecam]",5.0,0.0,"Pyszna kawa,duzo rodzajów było smakowane ale ta jednak jest pyszna......POLECAM",10.0,10.0,0.0
positive,positive,[zgodny],"[produkt, zgodny, z, opisem]",5.0,0.25,Produkt zgodny z opisem,4.0,4.0,1.0
neutral,positive,[],"[od, lat, pijemy, tą, kawę, jest, wspaniała]",5.0,0.0,Od lat pijemy tą kawę jest wspaniała.,7.0,7.0,0.0
positive,positive,"[dobry, smak]","[dobry, smak]",4.0,0.7166666666666667,dobry smak,2.0,2.0,2.0
positive,positive,[godny],"[oceniam, produkt, jako, godny, plecenia]",4.0,0.3,oceniam produkt jako godny plecenia,5.0,5.0,1.0
neutral,positive,[],"[bardzo, dobra, kawa, przygotowuję, głównie, kawy, mleczne, ale, i, jako, czarna, smakuje, dobrze]",4.0,0.0,Bardzo dobra kawa przygotowuję głównie kawy mleczne ale i jako czarna smakuje dobrze.,13.0,13.0,0.0
neutral,negative,[],[ujdzie],3.0,0.0,ujdzie,1.0,1.0,0.0
neutral,positive,[długi],"[kawa, zgodnie, z, oczekiwaniami, długi, okres, ważności, polecam]",5.0,0.0,Kawa zgodnie z oczekiwaniami. Długi okres ważności. Polecam.,8.0,8.0,1.0
neutral,positive,[opis],"[produkt, taki, jak, jego, opis]",4.0,0.0,Produkt  taki jak  jego opis,5.0,5.0,1.0
neutral,positive,[],[smaczna],5.0,0.0,Smaczna.,1.0,1.0,0.0
positive,positive,"[dobry, łagodny, smak]","[bardzo, dobry, łagodny, smak, i, przyjemny, aromat]",4.0,0.20476190476190476,Bardzo dobry łagodny  smak i przyjemny aromat.,7.0,7.0,3.0
neutral,positive,[],[mniam],5.0,0.0,:)) mniam,2.0,1.0,0.0
positive,positive,"[łagodny, smak, aromatyczny]","[łagodny, smak, aromatyczny, zapach]",5.0,0.125,"Łagodny smak, aromatyczny zapach",4.0,4.0,3.0
neutral,positive,[],"[świetna, kawa, z, pianką, bardzo, dobra, cena, do, jakości]",5.0,0.0,Świetna  kawa z pianką. Bardzo dobra cena do jakości.,9.0,9.0,0.0
neutral,positive,[],[najlepsza],5.0,0.0,Najlepsza !,2.0,1.0,0.0
neutral,positive,[],"[pyszna, aromatyczna, o, delikatnym, smaku, kawa, na, górze, kawy, robi, się, aksamitna, kremowa, pianka]",5.0,0.0,"Pyszna aromatyczna o delikatnym smaku kawa, na górze kawy robi się aksamitna kremowa pianka.",14.0,14.0,0.0
positive,positive,[przyzwoity],"[bardzo, przyzwoity]",4.0,0.5,bardzo przyzwoity,2.0,2.0,1.0
neutral,positive,[],"[doskonała, kawa]",5.0,0.0,Doskonała kawa.,2.0,2.0,0.0
neutral,positive,[],"[to, jedyna, kawa, którą, pije, z, rozkoszą, polecam]",5.0,0.0,"To jedyna kawa, którą pije z rozkoszą. POLECAM!!!",8.0,8.0,0.0
positive,positive,[zgodny],"[produkt, zgodny, z, opisem, jak, już, wspominałem, bardzo, dobrze, zapakowany, i, przesłany, błyskawicznie]",5.0,0.07692307692307693,"Produkt zgodny z opisem. Jak już wspominałem, bardzo dobrze zapakowany i przesłany błyskawicznie.",13.0,13.0,1.0
neutral,positive,[],"[bardzo, smaczna, i, sprawdzona]",5.0,0.0,Bardzo smaczna i sprawdzona.,4.0,4.0,0.0
neutral,positive,[],[ok],5.0,0.0,OK.,1.0,1.0,0.0
neutral,positive,[],"[jak, za, tą, cenę, to, bardzo, dobra, kawa, do, ekspresu]",4.0,0.0,Jak za tą cenę to bardzo dobra kawa do ekspresu.,10.0,10.0,0.0
neutral,positive,[],[smaczna],5.0,0.0,smaczna,1.0,1.0,0.0
neutral,positive,[],"[bardzo, dobra, jako, espresso, i, jako, capuccinoaromatyczna, z, doskonałą, pianką]",5.0,0.0,"bardzo dobra jako espresso i jako capuccino,aromatyczna z doskonałą pianką",10.0,10.0,0.0
neutral,positive,[],"[delikatna, smaczna, z, przyjemnym, aromatem]",4.0,0.0,"Delikatna, smaczna z przyjemnym aromatem.",5.0,5.0,0.0
neutral,positive,[],"[kawa, delikatna, w, smaku, bardzo, dobra, do, ekspresu, ciśnieniowego]",4.0,0.0,Kawa delikatna w smaku - bardzo dobra do ekspresu ciśnieniowego.,10.0,9.0,0.0
neutral,positive,[],"[kawa, świeża, w, dobrej, cenie]",5.0,0.0,Kawa świeża w dobrej cenie.,5.0,5.0,0.0
neutral,positive,[],"[super, kawa]",5.0,0.0,Super kawa,2.0,2.0,0.0
positive,positive,"[łagodny, smak, bogaty]","[bardzo, łagodny, smak, bogaty, aromat]",5.0,0.42000000000000004,"bardzo łagodny smak , bogaty aromat",6.0,5.0,3.0
neutral,positive,[],"[zachęcamy, państwa, do, spróbowania, tego, wspaniałego, produktu]",4.0,0.0,Zachęcamy Państwa do spróbowania tego wspaniałego produktu.,7.0,7.0,0.0
neutral,positive,[],"[ok, polecam]",5.0,0.0,"OK , polecam",3.0,2.0,0.0
neutral,positive,[],"[doskonała, do, ekspresów, ciśnieniowych, aromatyczna, po, prostu, pyszna]",5.0,0.0,"Doskonała do ekspresów ciśnieniowych, aromatyczna, po prostu pyszna!",8.0,8.0,0.0
neutral,positive,[],"[dobra, relacja, ceny, do, smaku, i, jakości]",5.0,0.0,dobra relacja ceny do smaku i jakości,7.0,7.0,0.0
neutral,positive,[],"[bardzo, dobra, kawa]",5.0,0.0,Bardzo dobra kawa!,3.0,3.0,0.0
neutral,positive,[],[mniam],5.0,0.0,Mniam.,1.0,1.0,0.0
neutral,positive,[],"[produkt, ok]",4.0,0.0,Produkt ok,2.0,2.0,0.0
neutral,positive,[],"[kawa, delikatna, i, bardzo, smaczna]",5.0,0.0,Kawa delikatna i bardzo smaczna,5.0,5.0,0.0
neutral,positive,[],"[dobra, kawa, w, przystępnej, cenie]",4.0,0.0,Dobra kawa w przystępnej cenie.,5.0,5.0,0.0
positive,positive,"[dobry, godny]","[dobry, produkt, godny, polecenia]",4.0,0.6083333333333334,dobry produkt godny polecenia,4.0,4.0,2.0
neutral,positive,[],"[kawa, doskonała]",5.0,0.0,Kawa doskonała,2.0,2.0,0.0
positive,positive,"[korzystny, stosunek]","[kawa, średniej, mocy, i, łagodnego, aromatu, używam, do, automatycznego, ekspresu, ciśnieniowego, na, popołudniową, i, poranną, kawę, polecam, bardzo, korzystny, stosunek, ceny, do, jakości]",4.0,0.043478260869565216,Kawa średniej mocy i łagodnego aromatu. Używam do automatycznego ekspresu ciśnieniowego.  Na popołudniową i poranną kawę POLECAM. Bardzo korzystny stosunek ceny do jakości.,23.0,23.0,2.0
neutral,positive,[],"[tę, kawę, piję, od, kilku, lat, jest, wspaniała]",5.0,0.0,Tę kawę piję od kilku lat- jest wspaniała,8.0,8.0,0.0
neutral,positive,[],"[bardzo, aromatyczna]",5.0,0.0,bardzo aromatyczna,2.0,2.0,0.0
neutral,positive,[],"[pyszna, kawa]",4.0,0.0,Pyszna kawa.,2.0,2.0,0.0
neutral,positive,[],"[bardzo, smaczna, kawa, z, delikatna, pianką]",4.0,0.0,Bardzo smaczna kawa z delikatna pianką.,6.0,6.0,0.0
negative,positive,[pycha],"[polecam, pycha]",5.0,-1.0,polecam pycha,2.0,2.0,1.0
neutral,positive,[],"[smaczna, aromatyczna, polecam, szczególnie, do, ekspresów, ciśnieniowych]",5.0,0.0,"SMACZNA, AROMATYCZNA, POLECAM SZCZEGÓLNIE DO EKSPRESÓW CIŚNIENIOWYCH",7.0,7.0,0.0
neutral,positive,[],[pyyyyyycha],5.0,0.0,Pyyyyyycha,1.0,1.0,0.0
neutral,positive,[],"[bardzo, dobra, pyszna, aromatyczna]",5.0,0.0,"bardzo dobra ,pyszna ,aromatyczna",4.0,4.0,0.0
neutral,positive,[],"[delikatna, w, smaku]",4.0,0.0,Delikatna w smaku,3.0,3.0,0.0
neutral,positive,[],[smaczna],4.0,0.0,"Smaczna,",1.0,1.0,0.0
neutral,positive,[],"[jak, zwykle, dobra, szczególnie, za, tę, cenę, na, próbę, wziąłem, też, inne, kawy, ale, też, lavazza]",5.0,0.0,"Jak zwykle dobra, szczególnie za tę cenę. Na próbę wziąłem też inne kawy ale też lavazza.",16.0,16.0,0.0
neutral,positive,[],"[super, kawa]",5.0,0.0,super kawa,2.0,2.0,0.0
neutral,positive,[],"[bardzo, smaczna, kawa, o, delikatnym, smaku]",4.0,0.0,bardzo smaczna kawa o delikatnym smaku,6.0,6.0,0.0
