comment,emotion,rate
nudny                        Oglądając ten film myślałam że zanudze się na śmierć mimo to był troche śmieszny              ,positive,7
"SHREK JEST BOGIEM UŚWIADOM TO SOBIE!!!                        ""SHReK"" to po prostu NAJBARDZIEJ ZAYEBISTY FILM WE WSZECHŚWIECIE!!! Nic dodać nic ująć!!! Jestem totalnie zajarana na punkcie ""SHReK'a""!!! Zarąbisty dubbing Zamachowskiego, Kunikowskiej no i oczywiście Stuhra! ArcyGenialna fabuła, muzyka, grafika, postacie... można my wymieniać i wymieniać... ""SHReK"" zawiera w sobie wszystko. Nie zwracajcie uwagi na recenzje wyrażające się ...              ",positive,7
"Fajna bajka                        Moja 4-letnia siostra oglądała Shreka chyba zd 20 razy, zna go na pamięć, ""rzuca hasłami"" z filmu. Całą rodziną oglądaliśmy to kilka razy i zawsze mamy niezły ubaw. Mam nadzieję, że druga część będzie równie dobra.              ",positive,9
muzyka                        film ma świetną muzykę świetnie dobrana wielu osobą może sie podobac              ,positive,10
shrek 2                        super film lepszy nawet niz pierwsza część osioł jest jeszcze bardzej gadatliwy niz kiedy kolwiek              ,positive,10
efekty                        super efekty specy od komputerów sie postarali film jest super zrobiony ogiń wyglądał jak prawdziwy              ,positive,10
osioł                        naj lepsza postacz filmu napewno najśmieszniejsza  nigdy mu gęba nie zamyka               ,positive,10
niezły                        super film bardzo śmieszny super zrobiony ciekawa fabuła              ,positive,10
spox                        Uważam że shrek to spoko film. Nie ma tam żadnych krwawych scen co dla dzieci jest dobre. Mogą go oglądać zarówno dzieci jak dorośli.              ,positive,10
spox                        Uważam że shrek to spoko film. Nie ma tam żadnych krwawych scen co dla dzieci jest dobre. Mogą do oglądać zarówno dzieci jak dorośli.              ,positive,10
"CooL                        Film jest wypas. Polecam go wszystkim kinomanom. Isntnije również podobny film do Shreka pt. ""Epoka Lodowcowa""              ",positive,10
"nie widziałam nic lepszego                        Na Shreku byłam zeszłego lata, film-bajka po prostu super, oczywiście kupiłam kasete i teraz co jakiś czas wracam do tego filmu i zawsze oglądam go z przyjemnoscią . W tym roku byłam na wielu filmach,ale twierdze z pełną odpowiedzialnością,że nie ma nic lepszego niż Shrek :-)              ",positive,10
"SHREK                        Arcydoskonała komedia dla wszystkich z iście mistrzowskim dubbingiem polskich aktorów, można go oglądać i oglądać...........              ",positive,10
"shrek jest boski                        Takie filmy powinni kręcić , częściej , naprawdę jest w dechę na 10 pkt. ma u mniw 11 pkt.Czekam z niecierpliwością na następną część tego filmu !              ",negative,2
"Zielony, brzydki i zabawny.....                        Shreka polecam wszystkim 5 latkom 50 latkom i tak dalej..............Shrek jest przezabawnym ogrem któremu towarzyszy jeszcze zabawniejszy osioł.              ",positive,10
"Zielony, brzydki i zabawny.....                        Shreka polecam wszystkim 5 latkom 50 latkom i tak dalej..............Shrek jest przezabawnym ogrem któremu towarzyszy jeszcze zabawniejszy osioł.              ",positive,10
Fantastyczny                        Kultowa bajka!!! Teksty z niej są po prostu świetne!!!              ,positive,10
"genilne                        genilne, genialne i jesze raz genialne podejście do Dubbingu.              ",positive,10
SHREK the best                        To jest najlepszy film jaki widziałem!!!!!! Po pare razy go moge oglądać i mi sie nieznudzi!!! Po prostu zajebicho!!!!!!!!!!!! :)              ,positive,8
"film i  ta  stronka                         - To super stronka i film! - serio? - Serio ,serio!              ",positive,8
"Ehh                        Nie podobal mi sie wogole , nie wytrzymalem niestety do konca . Moja przygoda na tego typu filmach miala zakonczyc się wraz z emisją króla lwa na ktorego niestety poszedlem (bylem mlody i glupi) . Przez przypadek trafilem na premierę Tarzana Disney'a , mialem darmowe bilety do sali kongresowej ;) ... Przeczytalem jakąs recenzje Shreka w calkiem OK pismie i byla pozytywna. Jednak darowalem sobie iście do kina . ...              ",negative,4
do dupy                        ta strona z tapetami to jest najbarddziej pojebana srtrona na swiecie               ,negative,4
"Najcudowniejsza bajka                        Shrek to najcudowniejsza bajka jaką widziałem:) Zawiera prześwietne hasełka; jest pełna humoru i pewnych ukrytych głębi (przynajmniej według mnie:)) Shreka oglądałem już dużo dużo razy i jest to fantastyczna bajka, którą polecam zarówno młodszym jak również starszym widzom:) Obie wersje językowe są super jednak ja wolę tę z dubbingiem bo Jerzy Stuhr świetnie ukazał rolę osła ale również inni ...              ",positive,9
"Po prostu zaje... super!!!!                        W Shreku podoba mi się wszystko (a najbardziej tekst: ""...słuchaj stary, zainwestuj w tik-taki bo ci jedzie!!!..."")Znam go na pamięć i pewnie nigdy nie zapomnę.PS: Shtur jest najlepszy!!!              ",positive,9
SHREK                        Polecam wszystkim. Mam Go i nikomu nie oddam :)              ,positive,10
"Oj ten Shrek                        Chyba się robię za stara na takie filmy. NIe do końca jestem zwolenniczką takiego połączenia : film dla dzeci , ale by rodzice się nie nudzili, trochę inteligentnego humoru niezbyt zrozumiałego dla małolata. Oczywiście z powodów wiadomych humor jest absolutnie poprawny politycznie. W efekcie zwyczajnie jest zbyt łagodny i brak mu jaj . Skutek tego taki że dziecko połowy nie rozumie, a rodzic myśli : jaki ...              ",positive,7
"to jest bomba :)                        Shrek to genialny filmik ogladalam go chyba z 5 razy pod rzad z dnia na dzien i dalej mi sie ni znudzilto chyba najlepsza ""kreskowka"" jesli tak to mozna nazwac jaka pojawila sie na ekranach kin do tej pory              ",positive,10
"nowatorski                        Trochę nowatorskie podejście do animowanej bajki i pewnie dlatego taki sukces, bez dialogów ten film byłby kolejną, normalną bajką (no i dużo analogii do kina).              ",positive,7
"dubbing                        Najpierw wchodzi do studia Mike Myers, podkłada głos, robi to idealnie, bierze za to ciężkie pieniądze. A potem w Polsce przyjdzie taki ignorant Zamachowski i wszystko popsuje.              ",positive,8
"dubbing w wykonaniu Stuhra                        Chyba tak do konca nie rozumiem fenomenu tego filmu - ale rzeczywiscie, dubbing w wykonaniu Stuhra to prawdziwe mistrzostwo...              ",positive,8
"Genialny                        NIe powiem ile razy go oglądałem bo juz za stary na bajki jestem, ale to jest po prostu full wypas bajeczka, a do tego jeszcze te teksty, sytuacje - genialna genialnaprodukcja ;p              ",positive,8
"Filmo-bajka wczech czasów!!!                         Najlepszy film w bajce, jaki kiedykolwiek widziałam Miłość Shreka do Fiony, super dialogi Osła, surowy i karłowaty Lord Farquard i super grafika + muzyka uczyniły z tego filmu moją ulubioną rozrywką na deszczowe, jesienne wieczory...              ",positive,10
"Stuhr i już                        Film, który nie powstał tylko poto by pokazać światu, jak świetne animacje mozna tworzyć przy użyciu komputera. Film ma ciekawą fabułe i powstała w oparciu o dobry scenariusz. Śiwetne dialogi nadają filmowi lekkości i czynią go zabawnym. Ni sposób tu nie pochwalić tłumacza - kawał dobrej roboty.Wielkie brawa dla pana Stuhra za dubbing - mistrzostwo świata.              ",positive,9
"Super                        Film jest bardzo odjazdooooooooooooooooowy, ale dla dzieci bardziej stworzona jest wersja z napisami a nie wszystkie dobrze czytają i to mi sie nie podoba.              ",positive,10
"ukochanie Shreka                        Od wielu lat bajek po prostu nie cierpialem, jednak Shrek wszystko zmienil. Pod kazdym wzgledem jest niesamowity, zabawny, niekonwencjonalny i niepowtarzalny,a to miana znakomitego filmu, ktorym niewatpliwie jest. Posiada tylko jedna wade - jest zroboiony komputerowo, lecz coz nie ma rzeczy idealnych.              ",positive,10
Stuhr                        Najwiekszym plusem tego filmu jest Jerzy Stuhr. Gdyby nie on film nie odnioslby takiego sukcesu w Polsce.              ,negative,1
ehe                        Sturh jako Osioł to mistrzostwo. Cała bajka jest nie tylko dla dzieci. Oglądać ją może i powinien każdy.              ,negative,1
Mam tylko 1 pytanie                        Dlaczego wedlug Filmwebu ten film jest doswolny od 12 lat? Przeciz Shrek to film dla calej rodziny. Nie wydaje mi sie zeby byly w nim rzeczy ktorych nie powinny ogladac dzieci ponizej 12 lat.  A tak poza tym to warto to obejrzec! :)              ,negative,1
"Przyjemna bajka ;)                        Bardzo zgrabny filmik animowany. Jeden z lepszych, jakie widziałam              ",positive,8
kolejny dowód                        Ten film to jest kolejny dowód na to jak może powstać coś z niczego              ,positive,9
tylko na tak                        Wobec tego filmu można być tylko na tak. Wszystko jest w nim genialne.              ,positive,10
"Znakomita robota                        Obejrzałam film i jestem zachwycona! To naprawde zarąbista komedia, byłam zaskoczona znakomitymi ""zdjęciami"" i rewelacyjnymi dialogami. Najbardziej smiałam się z Fiony walczącej na leśnej polance. To było coś!!!!!!!!!!!!!!! No i znakomity osioł. -Idziesz? -A co tak będę siedział?              ",positive,10
"Zainwestuj w TIC TACI                        Hieh, smiechoza i tyle. Polecam goraco. Musze obejrzec jeszcze kilka razy, a potem bede wciaz cytowac Shreka. POLECAM!!!              ",positive,9
"Stary, zainwestuj w Shreka                        Shrek - zabawna opowiastka o wielu waznych kwestiach naszego życia, owinięta wstęgą zgrabnych i humorystycznych dialogów, w dodatku * - -życiowa rola Jerzego Stuhra jako niezastąpionego kompana w podróży - osiołka. Jejku, ja chcę żyć w tym świecie baśniowych stworków...              ",positive,10
"SUPER FILM                        FILM JAKICH MAŁO Z CAŁEGO SERCA POLECAM.ŚWIETNIE ZROBIONY , TEKSTY REWELACYJNE, NAWET NIE MAJĄC POCZUCIA HUMORU NIE MOŻNA SIĘ NIE ŚMIAĆ,FILM DLA KAŻDEGO.REWELACYJNA ZABAWA              ",positive,10
super zabawa                        Swietna komedia. Ten film rozbawił mnie do łez.               ,positive,10
"czy warto ?                        Shreka uwielbiam, ale mialam dotad do czynienia tylko z polska wersja. A jak oryginal ? Niektorzy mowia,ze  Sthura nic nie przebije, ale moze warto posluchac Murphiego ?               ",positive,9
"Dla dzieci?                        To jest mój typ! Kreskówka wcale nie jest dla dzieci, a wprost przeciwnie. Dzieci po prostu wielu tekstów nie zrozumieją, jak np. tego, czy książę przypadkiem nie ma kompleksów. Idzcie koniecznie na wersję z dubbingiem, w którym nasi najsłynniejsi aktorzy dołożyli coś od siebie. Ponoć mięli więcej pomysłów, ale producent filmu się nie zgodził na dalsze ""lokalizmy"". Doskonale dopracowane szczegóły ...              ",positive,10
"Bombastycznie!                        Kurcze, twórcy wyraźnie użyli Mocy! Widać efekty- nie chce się wychodzić z kina, szczególnie na wersji angielskiej!              ",positive,10
"Nawet nawet...                        Uwazam, ze film ten jest dobry - zarowno jak i dla dzieci tak i dla doroslych :)              ",positive,8
film był na prawde odlotowy                        film był na prawdę odlotowy aczkolwiek nie które hasła nie które hasła mogły byc nie zrozumiałe dla malyh dzieciakow. uwazam ze J.Sztur znakomicie wykonał swoje zadanie jako podlozenie glosu do osla.najbardziej jednak podobala misie scene koncowa kiedy to zaczela sie balanga :osiol spiewal trzy swinki tanczyly breakedance . mam tylko jedno pytanie kiedy w polskich kinach zawita druga czesc ...              ,positive,8
"Nie ma lepszej bajki                        ""O nie! Denatke mi jazda ze stołu!"" ""Prosze, prosze, prosze..."" hi,hi,hi,hi,hi,hi,hi...              ",positive,10
"Super,extra,odlotowy film!!!                        Film jest super,e....!!!Podoba mi sie animacja i wogule film jest ZAJE.....! za przeproszeniem oczywiscie.              ",positive,10
"film. . .                        jest tak genialny i śmieszny, że nie da sie tego opisać!!!!!!!1              ",positive,10
"Tapetka                        Witam szanownych shrekowców.mam prośbe może macie namiary na jakąś stronke,z ktorej moglabym ściagnąc kadr z filmu na tapetke,chodzi mo o ten moment,kiedy Shrek zdejmuje hełm po ucieczce od smoscycy i ""uśmiecha"" sie do pieknej...Z gory dzieki!!!              ",positive,10
"Ciasteczko jest fajne                        Shrek, osiołek, ciasteczko, lord F wszystkie te postacie są kapitalne, ale niezapominajmy o ślepych szczurach i denatce leżącej na stole.               ",positive,8
"w obronie lorda F.                        Nie moge napisac wiele, bo juz wszystko zostalo napisane a powielanie nie ma sensu, ale dreczy mnie i meczy pewna sprawa. Wiem, ze Osiolek jest genialny, uroczy, jego haselka sa kultowe i pewnie za niedlugo wejda do Slownika Jezyka Polskiego jako idiomy, ale dlaczego nikt nie pamieta o biednym i opuszczonym lordzie Farquadzie??? Jak mowi staroegipskie przyslowie 'szlachectwo zobowiazuje', wiec w ...              ",positive,8
"Grafika Komputerowa                        WG mnie wielką zaletą grafiki komputerowej jest to, że ""aktor"" zawsze zagra tak jak chce tego rezyser              ",positive,9
"........                        nie doczytałam się w jakiejkolwiek recenzji tego filmu negatywnych reakcji bo i sam film godny jest najwyższej pochwały. Traktowany jako film dla dzieci wydaje się jednak bardziej kierowany do dorosłych, no ale może wyciągam zbyt pochopne wnioski ;) w każdym bądz razie dubbing polski jest naprawde przedni, oglądając fim w wersji zarówno angielskiej jak i polskiej w tej 1 tracił połowe uroku, wiec tutaj ukłony ...              ",positive,10
"Mój synek zna go już na pamięć                        Takiej bajki już dawno nie oglądałam. ""Epoka Lodowcowa"" się nie umywa. Mój 3 letni synek ogląda Shreka 3 razy dziennie. Uwielbiam Jurka w roli osła. Lepiej nie mogli dobrać głosu. Bomba.              ",positive,10
"to jest to                        To jest to co tygryski lubią najbardziej. Świetne,świetne,świetne,świetn e,świetne,świetne,świetne i jeszcze raz świetne.              ",positive,10
"Przecudowna komedia                        Bardzo dobrze bawiałam sie na tym filmie, osiołek jest THE BEST               ",positive,10
Shrek                        Shrek to najlepszy film wszechczasów !!!!!!!!!Czekam z niecierpliwością nz Shreka 2.Kiedy premiera ???              ,positive,10
"Disney                        absolutnie najlepsza kreskowka wszech czasow, niech sie Disney schowa              ",positive,10
"Disney                        absolutnie najlepsza kreskowka wszech czasow, niech sie Disney schowa              ",positive,10
"moim zdaniem znakomity                        Moim zdaniem znakomity, świetny humor i każdy dobry element komedii.              ",positive,9
"Shrek                        Shrek to absolutny debeściak w swojej kategorii!!! Nie ma konkurencji i długo miał nie będzie...a właśnie kiedy ShrekIII jeszcze o dubbingu, którego generalnie nie lubię... muszę przyznać, że TO BYŁO NAPRAWDĘ COŚ, PANIE STUHR, JEST PAN WIELKI!!              ",positive,10
Bardzo mi się podobał :)                        Bardzo mi się podobała ta bajka.Osiołek był taki pocieszny.W ogóle można było się pośmać.Polecam              ,positive,10
cudowny!!!                        najlepsza bajka świata! jest super - dowcipny zabawny po prostu genialny! brawa dla Stuhra!!              ,positive,9
Wszyscy lubią kremówki!                        Ten film jest jak kremówkii nie może się znudzić (na 100%) oglądałam go już tysiące razy  i znam go  na pamięc Gorąco polecam (chociaz chyba nie trzeba)              ,positive,10
...                        To jeden z najfajniejszych filmów ostatnich lat. Oglądałam go chyba z 50 razy i nadal nie mam dosyć. Dlaczego ma taką małą średnią ocen!!!!!              ,positive,10
"Zielonnnniutki :)                        Każdy kto był na tym filmie, wie jak powinna wyglądać dobra partia na męża m.in: być duża, zielona, robić ekspresowo świeczki, romantyczne kolacje i czuć miętę do wszystkich ""ładnych"" także zielonych panienek. Ogólnie MUSZĄ zrobić kolejną część (a wiem, że robią) bo na jednej kończyć się nie może ... :) I wszyscy razem :     "" Stary zainwestuj w TIK-TAKI bo CI jedzie!""              ",positive,7
"Ogr                        W kinie płakałam ze śmiechu... oglądając na video leżałam na podłodze...  ale po kilku seansach - ""Shrek"" już na mnie nie działa...  Była to jednak pierwsza bajka,na którą chcieli iść wszyscy. Sama nie wiem,czy Shrek ma więcej fanów wśród dzieciaków czy wśród młodzieży i dorosłych...                ",positive,10
":)))))))                        no co tu duzo mowic, hit i tyle. Swietna bajka z super moralem i ten Osiolek...po prostu rewelacyjny. ...Niech mnie ktos przytuli...:)P.S. ale nie zapominajmy o Ciasteczku:))              ",positive,10
"rewelacja                        świetny,świetny,świetny,świetn y, i jeszcze razś wietny! I tyle.              ",positive,10
"rewelacja!                        Świetna zabawa,szczególnie w polskiej wersji językowej!              ",positive,10
"hahahaha                        oby wiecej takich dziel, bajka, komedia i kurde przeslanie, moral znaczy... swietny              ",positive,10
"""a na obiad byla brukselka...                        ...kamikadze, boski wiatr..."" swietny film, swietne teksty - musze przyznac - nie spodziewalam sie!              ",positive,10
"Shrek                        Film oglądać każdy może, czasem troche lepiej, czasem troche gorzej ale ja mam talent!!!              ",positive,10
"Pomocy..!                        czy jest ktoś,oprócz Jerzego S., kto jest w stanie mi powiedzieć, co ""...diabli wzięli""?Chodzi rzecz jasna o finałową scene w kościele.""Mogę tu zamieszkać..?""              ",positive,10
"Aktualne filmy i programy dzieki edonkey2000                        Witam !Chcialbym sie z wami podzielic informacja ze na stronie http://www.osiol.glt.pl znajdziecie najnowsze filmy, programy,muzyke oraz albumy z calego swiata.Zajrzyj i przekonaj sie na tamtym forum polskim gdzie spotykaja sie polacy z calego swiata i wymieniaja sie plikami.              ",positive,10
"best                        to po prostu kultowy film, a osiol nie ma sobie rownych z glosem Sthura, ""latac kazdy moze...""              ",positive,10
Zajebista bajka..                        Znakomity podkład polskiego głosu. Aby tak dalej              ,positive,10
...                        Shreka oglądałem tylko z podkładem polkich aktorów. Był wspaniały!!! Wreszcie nasz rodzimy rynek dał o sobie znać i to z ogromnym plusem. Wspaniały podkład Sthura - jak zawsze!!!!!              ,positive,9
"Shrek jest suuuper !                        Chociaż może już ciut mi się znudził - uważam że jest zajebisty. Na ogół nie znoszę polskich wersji językowych,ale w przypadku ""Shreka"" dubbing był dodatkowym,wielkim plusem filmu ! Najlepszy był oczywiście Jerzy Stuhr...Niby bajka,ale większość jej fanów to dorośli,albo przynajmniej młodzież :))))))  Polecam wszystkim,którzy go jeszcze nie widzieli (chociaż chyba mało jest takich osób). Dobra ...              ",positive,10
"""full romantic"" :)                        Cóż... Co można powiedzieć o tym filmie?... Przebój sezonu 2001/2002! Takiej bajeczki jeszcze nikt nie zrobił i w tym tkwi jej sukces! A poza tym to wszystkich śmieszy mieszanka bajki i współczesności w filmie... I nie ma się co dziwić.... Bajka jest super! A dyskusja Shreka i osiołka jest rewelacyjna!              ",positive,9
"Sztachnąć feromona                        To ""bajka"" , ktorej nie mozna przegapic!!!Dubbing Jerzego Stuhra rzuca na kolana i sklania do bicia poklonow. To chyba jego zyciowa rola.W ""Shreku"" znajdziemy ogrom tekstow,ktore pewnie wejda do ogolnego obiegu.A ogladajac go bedziecie sie bawic doskonale od pierwszej do ostatnij minuty.Poza tym film jest madry,bo okazuje sie,ze nawet ogry maja warstwy.Polecam,zwlaszcza,ze idzie (kiedy wreszcie ...              ",positive,10
"anty-bajka z fajnymi cytatami                        Opowieść, o rycerzu, o księżniczce w zamku i o strzegącym ją smoku z pozoru wydaje się być typowo bajkowa. Lecz pozory mylą. Okazuje się bowiem, że nie wszystko jest na swej typowej dla bajek pozycji- rycerz jest obleśnym stworem, zamiast rumaka ma osła, księżniczka beka, a smok jest kobietą. W tym teatrze absurdu twórcy czują się świetnie. Po bajkach czas i na cytowanie filmów. Jest tu i ...              ",positive,8
"genialny dubbing                        Jerzy Stuhr staje na wysokości zadania! Postać osła jest CUDOWNA! Teksty zabijają humorem, a i tłumaczenie jest zrobione naprawede z glową. Sporo tekstów zrozumialych tylko w jezyku angielskim zostalo zastąpionych równie śmiesznymi polskimi odpowiednikami.              ",positive,8
"jest super                        Film jest super. Bardzo polecam. Tylko... chyba nie do końca jest to bajka dla dzieci. Film wyraźnie odbiega od Disney'owskiego stylu nie żałując niewinnym zwierzątkom - brutalność scen na poziomie strusia pędziwiatra, albo gorzej. Ale poza tym ekstra.              ",positive,8
Shrek                        kolejna produkcja nie tylko dla dzieciakow              ,negative,1
"O Shreku słów kilka...                          Jak powiedziałam tak zrobię: Shrek jest fajnym filmem oraz postacią, Księżniczka ma nie wybredne słownictwo i maniery ;) , zaś  Osioł... no cuż... tu sprawa ma się zgoła inaczej...: to poprostu zakompleksione maleństwo, z pociągiem do większych od siebie (Smoczyca ), ale i tak jest słodki ;)))              ",positive,10
kultowy :))                        ogladalam juz kilka razy i the besciacki jest Osiolek :)))) dubbing lepszy od amerykanskiego 100 razy :)))) polecam !!!              ,positive,10
O nie !                        Ten film jest naprawde super jaki odlot jesli ktos bedzie wiedzial jak im idzie z ta druga czescia bo ma niby byc to dajcie znac !              ,positive,10
"Wspanialy                        Shrek jest dla mnie filmem wspanialym, zwlaszcza rozne sceny nawiazujace do bajek tak jak i wiele odniesien do naszej rzeczywistosci. Ogladalem film w oryginale i nie moge nic powiedziec o dubbingu, ale w oryginale Cameron Diaz i Eddie Murphy zrobili kawal dobrej roboty. Mam nadzieje, ze powstanie kontynuacja Shreka lub chociaz film utrzymany w podobnej stylistyce. Bardzo sie ciesze, ze Akademia Filmowa ...              ",positive,9
"co tu duzo mowic                        o tym filmie sotatnio duzo sie mowilo, bo jest po co. Wniosl wiele swiezosci do kina i pozostje tylko czekac i miec nadzieje, ze ciag dalszy dorownyje pierwowzorowi.              ",positive,9
"kocham Shreka!                         Zakochałam sie w nim od pierwzego obejrzenia, a potem było kolejne i nastpne, zawsze pozostanie moja miloscia. I ta muzyka, poprosu genilny:)))              ",positive,10
Shrek                        Wspaniala bajka dla tych wiekszych i tych mniejszych... Ogladalam  ten film  ponad 10 raz y lecz za kazdym razem rozsmiesza tak samo :))              ,positive,10
"Mix bajkowy                        Rewelacyjna bajka, dawno się tak nie uśmiałam, światny dowcip, ciekawe postacie i genialne dialog. W ogóle pomysł zmiksowania różnych bajek oraz popatrzenie na nie z dozą ironii bardzo mi się spodobał. Osobiście urzekła mnie postać osiołka, której głosu użyczył Eddie Murphy(byl świetny w tej roli) - szczery, wygadany, bezpośredni, z poczuciem humoru.              ",positive,9
"rewela                        film - rewelacyjny ;) polecam starszym i mlodszym, kazdy odnajdzie cos co moze zaintrygowac. pozdrawiam              ",positive,9
Pytanie                        Film jest extraezeli ktoś posiada jakąkolwiek muzykę z tego filmu to nioech do mnie skrobnieProszę              ,positive,9
"Bajeczka                        Bardzo przyjemna bajeczka z niesamowicie śmiesznym osiołkiem. Wszystkie postacie w tym filmie były śmieszne, miłe no poprostu śmieszne.     Oglądałem ten film w wersji oryginalnej i w wersji z polskim dubbingiem. Wg mnie lepsza była wersja oryginalna ze świetnym Eddiem Murphym. A w naszej wersji nie podobało mi się tłumaczenie było trochę głupie.              ",positive,9
"Disney się umywa                        Najlepszy film animowany wszechczasów. No i oczywiście głos Stuhr-a jako podkład głos osiołka,który jest wyjatkowo na miejscu.              ",positive,9
"Genialny wytwor !!                        Boki mozna zrywac. Nie wiedzialm ze na komputerze mozna stworzyc takie cudo. Rowniez teksty sprawiaja, ze czlowiek niezly ubaw. Ten osiol jest po prostu przebojowy :)              ",positive,10
"Rozczarowałem się trochę ...                        No cóż ostatnio muszę przyznać, że rozczarowałem się troszkę, ale nie samym ""Shrekiem"", ale edycją na DVD. Świetnie jest, że oprócz angielskiej wersji jest tam polski dubbing, w końcu Mamie mogłem pokazać ""Shreka"", ale także i hebrajski. No cóż coś mnie ciągnie by nauczyć się tego języka, więc mam kolejny powód. W sumie Shrek po hebrajsku (A co obejrzałem!) brzmi, może na razie dla mnei ...              ",positive,10
"Recenzja                        Shreka każdy chyba to oglądał.Ten zabawny animowany film opowiada o dużym zielonym ""ludku"" którego się wszyscy boją ale to nie o to chodzi w filmie.Głównym wątekiem jest to że Shrek musi uwolnić księżniczkę która jest uwiężiona w wysokiej wieży strzeżonej przez smoka.Ale jak sie ma osiołka za kompana(którego dopiero Shrek spotyka póżniej). Film jest wart do obejzenia nie zaleznie na wiek , tylko szkoda, że ...              ",positive,10
"Shrek -po prostu świetny!                        Jestem zachwycona Shrekiem. Nie spodziewałam się, że taka bajka może aż tak mi się spodobać. Polski dubbing jest świetny i duża w tym  zasługa Jerzego Stuhra. Dawno tak się nie śmiałam - teksty są bardzo dobre i te wszystkie aluzje. Nie jest to bajka dla dzieci, ale kupiłam kasetę video i już wiele razy oglądaliśmy w domu ten film.Nie dziwię się, że tak wielu osobom podoba się. Jest to swego ...              ",positive,10
"Zajebisty                        Jest swietny, ogladalam juz z 5 razy, nie moge doczekac sie drugiej czesci!!              ",positive,10
"Dla mnie super!                        Dopiero niedawno po raz pierwszy widziałam ""Shreka"". Ogólnie ten film mi się bardzo podobał. Świetne kawały i dubling. Niedawno także widziałam ten film w wersji orginalnej. Uważam, że orginalny dubling jest gorszy od polskiego. Eddie Murphy mówi okropnie szybko i niezrozumiale.W ""Shreku podobały mi się też piosenki, a przede wszystkim muzyczne zakończenie filmu.              ",positive,10
"Shrek(bez recenzji)                        Nie bedę opisywał tego filmu bo myśle że każdy o nim słyszał,a nawet oglądał.Powiem tylko jedno jest to najlepszy film animowany jaki widzialem w życiu(potem Monsters.Inc)..no a jeszce w polskim dubbingu z J.Stuhrem w roli osiołka. Szkoda tylko że trawał tak krótko ale czekam na cześć 2.Polecam film każdemu do obejżenia.              ",positive,10
"po prostu super                        Bardzo dobry film, polecam go wszystkim, którzy chcą się świetnie bawić. Polski dubbing jest wprost rewelacyjny. Sthur podkłada głos znakomicie, nawet lepiej niż w oryginalnej wersji. I jeszcze jedno, film koniecznie trzeba obejrzeć min. 2 razy.              ",positive,8
"Shrek-super bohater                        ""Shrek"" to bardzo ciekawa, zabawna bajka.Jak w każdej szanującej się bajce, pierwszoplanową postaciąjest szlachetny bohater. W tym wypadku to...... zielonoskóry wielkolud, który ani trochę nie przypomina pięknego księcia, ratującego księżniczkę. Shrek nie jest ładny i przypomina trochę starego kawalea. Jest niezwykle schludny-codziennego prysznica zażywa w błocie, a zęby myje resztkami wyciśniętymi ...              ",positive,10
animowany nie dla dzieci                        Ten film mozna oglądać po raz  20-ty  i nadal śmieszy. Mimo ze jest to animacja (i to na najwyzszym poziomie) nie jest to film przeznaczony dla najmlodszej publicznosci - te dowcipy :D. Shrek oferuje nam nowy obraz stereotypowych bajek i postaci. I do tego ten polski dubbing. Stuhr jest rewelacyjny - jego osiołek to zdecydowanie moja ulubiona postać. :) Już nie mogę się doczekać drugiej czesci ...              ,positive,10
"big love for free                        Widziałam ten film już z 10 razy i jeszcze mi się nie znudził, bo on nie może sie znudzić. Ta bajka dla dorosłych jest śmieszną, opowiedzianą w bardzo wyjątkowy sposób historią o życiu, ludziach, miłości... Pokazuje jak bardzo pozory mogą mylić i że w warto czasem spojrzeć na ludzi z innej strony. A do tego oczywiście niesamowicie śmieszy, szczególnie osioł :)) Zobaczcie koniecznie.              ",positive,10
"perełka                        ... i oby jak najdłuższy ""sznur"" z tego typu filmów powstał :)))))              ",positive,10
"rewelka :))                        cudenko :) milo ogladac cos takiego, ten humor, i dobrze dobrany po raz pierwszy polski dubbing!!!:))              ",positive,10
"Pomyliłem się dając mu 9                        A nie 10, dziś ogladałem Shreka po raz 5 i muszę stwierdzić, że i 10 to mało. Zalety filmu można by wymieniać godzinam, zaczynają od świtnego dubbingu w polskiej wersji przez genialnie zrobioną scene ucieczki przed smokiem i na wspaniałym humorze kończąc. Zawsze uważałem, że kiedy Polacy robią dubbing to psują cały film i niestety Shrek jest chyba jedynym wyjatkiem od tej reguły, może ktoś z ...              ",positive,9
"Dlaczego olbrzym - przecież to OGR !!!                        Ten film to perełka - wszystko jest tak idealnie dobrane do siebie, że brak jakiegokolwiek miejsca w którym coś nie kleiło by się do siebie.Film bijący na głoę wszystkie inne animacje ostatnich lat - a może nawet dziesięcioleci. Podkłady za głównych bohaterów rewelacyjne, zarówno polskie jak i oryginalne. Osioł to po prostu majstersztyk :)))              ",positive,10
"co za  obłędny odlot                        i właściwie na tym powinnam zakończyć mój komentarz, ale napiszę jeszcze że takiego ubawu niedoznałam, od dawna, a jezeli idzie o dubing to akurat zupełnie mi nieprzeszkadzał chwilami nie naj lepiej zrobiony synchron, bo śmiejąc się takiej pierdółki nie zauwżamy. Shrek to znakomity sposób na ćwiczenie mięśni brzuszka. Cudo - nie film!!!!!!!!              ",positive,9
"Dubbing                        Świetnie został podłożony dubbing przez polskich aktorów, choć żałuje, że nie mogłem posłuchać głosu Cameron Diaz i mojego ulubionego aktora Eddie`ego Murphy`ego              ",positive,10
